Refseq accn,Genbank accn,Organism name,TaxID
PRJNA57647,PRJNA52,Nitrosomonas europaea ATCC 19718,228410
PRJNA57649,PRJNA53,Acidithiobacillus ferrooxidans ATCC 23270,243159
PRJNA57651,PRJNA54,Cytophaga hutchinsonii ATCC 33406,269798
PRJNA57653,PRJNA56,Rhodobacter sphaeroides 2.4.1,272943
PRJNA57655,PRJNA58,Rhodospirillum rubrum ATCC 11170,269796
PRJNA57657,PRJNA59,Chloroflexus aurantiacus J-10-fl,324602
PRJNA57659,PRJNA60,Synechocystis sp. PCC 6803,1148
PRJNA57661,PRJNA63,Staphylococcus aureus RF122,273036
PRJNA57663,PRJNA64,Staphylococcus epidermidis RP62A,176279
PRJNA57665,PRJNA65,Deinococcus radiodurans R1,243230
PRJNA57667,PRJNA66,Streptococcus gordonii str. Challis substr. CH1,467705
PRJNA57669,PRJNA70,Enterococcus faecalis V583,226185
PRJNA57671,PRJNA72,Lactococcus lactis subsp. lactis Il1403,272623
PRJNA57673,PRJNA74,Bacillus cereus ATCC 10987,222523
PRJNA57675,PRJNA76,Bacillus subtilis subsp. subtilis str. 168,224308
PRJNA57677,PRJNA77,Clostridium acetobutylicum ATCC 824,272562
PRJNA57679,PRJNA78,Peptoclostridium difficile 630,272563
PRJNA57681,PRJNA79,Clostridium perfringens str. 13,195102
PRJNA57683,PRJNA81,Clostridium tetani E88,212717
PRJNA57685,PRJNA82,Lactobacillus acidophilus NCFM,272621
PRJNA57687,PRJNA84,Lactobacillus gasseri ATCC 33323,324831
PRJNA57689,PRJNA85,Listeria monocytogenes serotype 4b str. F2365,265669
PRJNA57691,PRJNA87,Corynebacterium diphtheriae NCTC 13129,257309
PRJNA57693,PRJNA88,Mycobacterium avium 104,243243
PRJNA57695,PRJNA89,Mycobacterium bovis AF2122/97,233413
PRJNA57697,PRJNA90,Mycobacterium leprae TN,272631
PRJNA57699,PRJNA91,Mycobacterium avium subsp. paratuberculosis K-10,262316
PRJNA57701,PRJNA92,Mycobacterium smegmatis str. MC2 155,246196
PRJNA57703,PRJNA94,Thermobifida fusca YX,269800
PRJNA57705,PRJNA95,Tropheryma whipplei str. Twist,203267
PRJNA57707,PRJNA97,Mycoplasma genitalium G37,243273
PRJNA57709,PRJNA99,Mycoplasma pneumoniae M129,272634
PRJNA57711,PRJNA101,Ureaplasma parvum serovar 3 str. ATCC 700970,273119
PRJNA57713,PRJNA102,Methanocaldococcus jannaschii DSM 2661,243232
PRJNA57715,PRJNA103,Methanosarcina barkeri str. Fusaro,269797
PRJNA57717,PRJNA104,Archaeoglobus fulgidus DSM 4304,224325
PRJNA57719,PRJNA105,Haloarcula marismortui ATCC 43049,272569
PRJNA57721,PRJNA108,Sulfolobus solfataricus P2,273057
PRJNA57723,PRJNA111,Thermotoga maritima MSB8,243274
PRJNA57725,PRJNA171,Burkholderia mallei ATCC 23344,243160
PRJNA57727,PRJNA172,Pyrobaculum aerophilum str. IM2,178306
PRJNA57729,PRJNA176,Mycoplasma penetrans HF-2,272633
PRJNA57731,PRJNA177,Geobacter metallireducens GS-15,269799
PRJNA57733,PRJNA178,Burkholderia pseudomallei K96243,272560
PRJNA57735,PRJNA180,Brucella melitensis bv. 1 str. 16M,224914
PRJNA57737,PRJNA185,Helicobacter hepaticus ATCC 51449,235279
PRJNA57739,PRJNA189,Streptomyces avermitilis MA-4680 = NBRC 14893,227882
PRJNA57741,PRJNA190,Yersinia enterocolitica subsp. enterocolitica 8081,393305
PRJNA57743,PRJNA192,Geobacter sulfurreducens PCA,243231
PRJNA57745,PRJNA196,Bartonella henselae str. Houston-1,283166
PRJNA57747,PRJNA204,Novosphingobium aromaticivorans DSM 12444,279238
PRJNA57749,PRJNA205,Desulfitobacterium hafniense DCB-2,272564
PRJNA57751,PRJNA206,Thermoplasma volcanium GSS1,273116
PRJNA57753,PRJNA207,Pyrococcus horikoshii OT3,70601
PRJNA57755,PRJNA208,Hyperthermus butylicus DSM 5456,415426
PRJNA57757,PRJNA211,Aeropyrum pernix K1,272557
PRJNA57759,PRJNA212,Leifsonia xyli subsp. xyli str. CTCB07,281090
PRJNA57761,PRJNA213,Prochlorococcus marinus subsp. pastoris str. CCMP1986,59919
PRJNA57763,PRJNA214,Dehalococcoides mccartyi 195,243164
PRJNA57765,PRJNA215,Aquifex aeolicus VF5,224324
PRJNA57767,PRJNA216,Nostoc punctiforme PCC 73102,63737
PRJNA57769,PRJNA217,Halobacterium sp. NRC-1,64091
PRJNA57771,PRJNA219,Haemophilus influenzae Rd KW20,71421
PRJNA57773,PRJNA220,Prochlorococcus marinus str. MIT 9313,74547
PRJNA57775,PRJNA223,Mycobacterium tuberculosis CDC1551,83331
PRJNA57777,PRJNA224,Mycobacterium tuberculosis H37Rv,83332
PRJNA57779,PRJNA225,Escherichia coli str. K-12 substr. MG1655,511145
PRJNA57781,PRJNA226,Escherichia coli O157:H7 str. Sakai,386585
PRJNA57783,PRJNA228,Chlamydophila caviae GPIC,227941
PRJNA57785,PRJNA229,Chlamydia muridarum str. Nigg,243161
PRJNA57787,PRJNA233,Helicobacter pylori 26695,85962
PRJNA57789,PRJNA234,Helicobacter pylori J99,85963
PRJNA57791,PRJNA235,Bacillus halodurans C-125,272558
PRJNA57793,PRJNA236,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341
PRJNA57795,PRJNA237,Staphylococcus aureus subsp. aureus NCTC 8325,93061
PRJNA57797,PRJNA238,Staphylococcus aureus subsp. aureus COL,93062
PRJNA57799,PRJNA241,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287
PRJNA57801,PRJNA242,Streptomyces coelicolor A3(2),100226
PRJNA57803,PRJNA244,Nostoc sp. PCC 7120,103690
PRJNA57805,PRJNA245,Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806
PRJNA57807,PRJNA246,Sulfolobus tokodaii str. 7,273063
PRJNA57809,PRJNA247,Chlamydophila pneumoniae AR39,115711
PRJNA57811,PRJNA248,Chlamydophila pneumoniae CWL029,115713
PRJNA57813,PRJNA249,Thermoanaerobacter tengcongensis MB4,273068
PRJNA57815,PRJNA250,Cupriavidus metallidurans CH34,266264
PRJNA57817,PRJNA251,Neisseria meningitidis MC58,122586
PRJNA57819,PRJNA252,Neisseria meningitidis Z2491,122587
PRJNA57821,PRJNA253,Carboxydothermus hydrogenoformans Z-2901,246194
PRJNA57823,PRJNA254,Burkholderia xenovorans LB400,266265
PRJNA57825,PRJNA255,Neisseria meningitidis FAM18,272831
PRJNA57827,PRJNA256,Buchnera aphidicola str. Bp (Baizongia pistaciae),224915
PRJNA57829,PRJNA257,Chlamydophila pneumoniae J138,138677
PRJNA57831,PRJNA259,Escherichia coli O157:H7 str. EDL933,155864
PRJNA57833,PRJNA262,Magnetococcus marinus MC-1,156889
PRJNA57835,PRJNA263,Staphylococcus aureus subsp. aureus Mu50,158878
PRJNA57837,PRJNA264,Staphylococcus aureus subsp. aureus N315,158879
PRJNA57839,PRJNA265,Staphylococcus aureus subsp. aureus MRSA252,282458
PRJNA57841,PRJNA266,Staphylococcus aureus subsp. aureus MSSA476,282459
PRJNA57843,PRJNA267,Pseudomonas putida KT2440,160488
PRJNA57845,PRJNA269,Streptococcus pyogenes M1 GAS,160490
PRJNA57847,PRJNA270,Streptococcus pyogenes str. Manfredo,160491
PRJNA57849,PRJNA271,Xylella fastidiosa 9a5c,160492
PRJNA57851,PRJNA272,Wolbachia endosymbiont of Drosophila melanogaster,163164
PRJNA57853,PRJNA274,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,36870
PRJNA57855,PRJNA275,Colwellia psychrerythraea 34H,167879
PRJNA57857,PRJNA277,Streptococcus pneumoniae TIGR4,170187
PRJNA57859,PRJNA278,Streptococcus pneumoniae R6,171101
PRJNA57861,PRJNA279,Staphylococcus epidermidis ATCC 12228,176280
PRJNA57863,PRJNA281,Ruegeria pomeroyi DSS-3,246200
PRJNA57865,PRJNA283,Agrobacterium fabrum str. C58,176299
PRJNA57867,PRJNA284,Oceanobacillus iheyensis HTE831,221109
PRJNA57869,PRJNA285,Xylella fastidiosa Temecula1,183190
PRJNA57871,PRJNA286,Streptococcus pyogenes MGAS8232,186103
PRJNA57873,PRJNA287,Pyrococcus furiosus DSM 3638,186497
PRJNA57875,PRJNA288,Yersinia pestis KIM10+,187410
PRJNA57877,PRJNA289,Methanothermobacter thermautotrophicus str. Delta H,187420
PRJNA57879,PRJNA290,Methanosarcina acetivorans C2A,188937
PRJNA57881,PRJNA293,Leptospira interrogans serovar Lai str. 56601,189518
PRJNA57883,PRJNA294,Methanopyrus kandleri AV19,190192
PRJNA57885,PRJNA295,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,190304
PRJNA57887,PRJNA296,Xanthomonas campestris pv. campestris str. ATCC 33913,190485
PRJNA57889,PRJNA297,Xanthomonas axonopodis pv. citri str. 306,190486
PRJNA57891,PRJNA298,Caulobacter crescentus CB15,190650
PRJNA57893,PRJNA300,Methanosarcina mazei Go1,192952
PRJNA57895,PRJNA301,Streptococcus pyogenes SSI-1,193567
PRJNA57897,PRJNA302,Chlorobium tepidum TLS,194439
PRJNA57899,PRJNA303,Campylobacter jejuni RM1221,195099
PRJNA57901,PRJNA304,Clostridium perfringens ATCC 13124,195103
PRJNA57903,PRJNA306,Staphylococcus aureus subsp. aureus MW2,196620
PRJNA57905,PRJNA307,Corynebacterium glutamicum ATCC 13032,196627
PRJNA57907,PRJNA308,Thermosynechococcus elongatus BP-1,197221
PRJNA57909,PRJNA309,Bacillus anthracis str. Ames,198094
PRJNA57911,PRJNA311,Streptococcus pyogenes MGAS315,198466
PRJNA57913,PRJNA312,Buchnera aphidicola str. Sg (Schizaphis graminum),198804
PRJNA57915,PRJNA313,Escherichia coli CFT073,199310
PRJNA57917,PRJNA314,Ruminiclostridium thermocellum ATCC 27405,203119
PRJNA57919,PRJNA315,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,203120
PRJNA57921,PRJNA316,Saccharophagus degradans 2-40,203122
PRJNA57925,PRJNA318,Trichodesmium erythraeum IMS101,203124
PRJNA57927,PRJNA320,Brucella suis 1330,204722
PRJNA57929,PRJNA322,Haemophilus somnus 129PT,205914
PRJNA57931,PRJNA323,Pseudomonas syringae pv. syringae B728a,205918
PRJNA57933,PRJNA325,Ehrlichia chaffeensis str. Arkansas,205920
PRJNA57935,PRJNA326,Streptococcus agalactiae A909,205921
PRJNA57937,PRJNA327,Pseudomonas protegens Pf-5,220664
PRJNA57939,PRJNA328,Bifidobacterium longum NCC2705,206672
PRJNA57941,PRJNA329,Desulfovibrio alaskensis G20,207559
PRJNA57943,PRJNA330,Streptococcus agalactiae 2603V/R,208435
PRJNA57945,PRJNA331,Pseudomonas aeruginosa PAO1,208964
PRJNA57947,PRJNA333,Streptococcus mutans UA159,210007
PRJNA57949,PRJNA335,Shewanella oneidensis MR-1,211586
PRJNA57951,PRJNA336,Anaplasma phagocytophilum str. HZ,212042
PRJNA57953,PRJNA339,Burkholderia cenocepacia J2315,216591
PRJNA57955,PRJNA344,Rhizobium leguminosarum bv. viciae 3841,216596
PRJNA57957,PRJNA350,Pectobacterium atrosepticum SCRI1043,218491
PRJNA57959,PRJNA353,Streptococcus uberis 0140J,218495
PRJNA57961,PRJNA354,Tropheryma whipplei TW08/27,218496
PRJNA57963,PRJNA355,Chlamydophila abortus S26/3,218497
PRJNA57965,PRJNA357,Neorickettsia sennetsu str. Miyayama,222891
PRJNA57967,PRJNA359,Pseudomonas syringae pv. tomato str. DC3000,223283
PRJNA57969,PRJNA360,Vibrio parahaemolyticus RIMD 2210633,223926
PRJNA57971,PRJNA370,Chlamydophila felis Fe/C-56,264202
PRJNA57973,PRJNA371,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261
PRJNA57975,PRJNA384,Bacillus cereus ATCC 14579,226900
PRJNA57977,PRJNA386,Pseudomonas aeruginosa UCBPP-PA14,208963
PRJNA57979,PRJNA388,Haemophilus somnus 2336,228400
PRJNA57981,PRJNA398,Pediococcus pentosaceus ATCC 25745,278197
PRJNA57983,PRJNA401,Lactococcus lactis subsp. cremoris SK11,272622
PRJNA57985,PRJNA402,Lactobacillus casei ATCC 334,321967
PRJNA57987,PRJNA403,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,321956
PRJNA57989,PRJNA404,Lactobacillus brevis ATCC 367,387344
PRJNA57991,PRJNA408,Shigella flexneri 2a str. 2457T,198215
PRJNA57993,PRJNA409,Mycoplasma gallisepticum str. R(low),710127
PRJNA57995,PRJNA419,Prochlorococcus marinus subsp. marinus str. CCMP1375,167539
PRJNA57997,PRJNA420,Chlamydophila pneumoniae TW-183,182082
PRJNA57999,PRJNA443,Candidatus Blochmannia floridanus,203907
PRJNA58001,PRJNA444,Chromobacterium violaceum ATCC 12472,243365
PRJNA58003,PRJNA1421,Myxococcus xanthus DK 1622,246197
PRJNA58005,PRJNA1422,Mycoplasma arthritidis 158L3-1,243272
PRJNA58007,PRJNA1430,Vibrio vulnificus YJ016,196600
PRJNA58009,PRJNA9599,Nanoarchaeum equitans Kin4-M,228908
PRJNA58011,PRJNA9606,Gloeobacter violaceus PCC 7421,251221
PRJNA58013,PRJNA9614,Ehrlichia ruminantium str. Welgevonden,254945
PRJNA58015,PRJNA9615,Onion yellows phytoplasma OY-M,262768
PRJNA58017,PRJNA9618,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314
PRJNA58019,PRJNA9619,Brucella abortus bv. 1 str. 9-941,262698
PRJNA58021,PRJNA9633,Psychrobacter arcticus 273-4,259536
PRJNA58023,PRJNA9634,Methanococcoides burtonii DSM 6242,259564
PRJNA58025,PRJNA9635,Dechloromonas aromatica RCB,159087
PRJNA58027,PRJNA9636,Rickettsia rickettsii str. 'Sheila Smith',392021
PRJNA58029,PRJNA9638,Lactobacillus johnsonii NCC 533,257314
PRJNA58031,PRJNA10616,Mycoplasma mycoides subsp. mycoides SC str. PG1,272632
PRJNA58033,PRJNA10617,Thermus thermophilus HB27,262724
PRJNA58035,PRJNA10632,Methanococcus maripaludis S2,267377
PRJNA58037,PRJNA10638,Yersinia pestis biovar Microtus str. 91001,229193
PRJNA58039,PRJNA10639,Mycoplasma hyopneumoniae 7448,262722
PRJNA58041,PRJNA10641,Picrophilus torridus DSM 9790,263820
PRJNA58043,PRJNA10642,Anabaena variabilis ATCC 29413,240292
PRJNA58045,PRJNA10645,Synechococcus elongatus PCC 7942,1140
PRJNA58047,PRJNA10646,Ralstonia eutropha JMP134,264198
PRJNA58049,PRJNA10647,Methylobacillus flagellatus KT,265072
PRJNA58051,PRJNA10648,Moorella thermoacetica ATCC 39073,264732
PRJNA58053,PRJNA10649,Exiguobacterium sibiricum 255-15,262543
PRJNA58055,PRJNA10650,Mesoplasma florum L1,265311
PRJNA58057,PRJNA10670,Rubrobacter xylanophilus DSM 9941,266117
PRJNA58059,PRJNA10675,Mycoplasma hyopneumoniae J,262719
PRJNA58061,PRJNA10676,Mycoplasma synoviae 53,262723
PRJNA58063,PRJNA10679,Rickettsia typhi str. Wilmington,257363
PRJNA58065,PRJNA10687,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,267671
PRJNA58067,PRJNA10689,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,266940
PRJNA58069,PRJNA10690,Chelativorans sp. BNC1,266779
PRJNA58071,PRJNA10694,Ehrlichia canis str. Jake,269484
PRJNA58073,PRJNA10695,Burkholderia lata,482957
PRJNA58075,PRJNA10696,Burkholderia vietnamiensis G4,269482
PRJNA58077,PRJNA10697,Mycoplasma mobile 163K,267748
PRJNA58079,PRJNA10700,Candidatus Protochlamydia amoebophila UWE25,264201
PRJNA58081,PRJNA10774,Burkholderia thailandensis E264,271848
PRJNA58083,PRJNA10784,Bacillus anthracis str. 'Ames Ancestor',261594
PRJNA58085,PRJNA10789,Methylibium petroleiphilum PM1,420662
PRJNA58087,PRJNA10790,Idiomarina loihiensis L2TR,283942
PRJNA58089,PRJNA10877,Bacillus thuringiensis serovar konkukian str. 97-27,281309
PRJNA58091,PRJNA10878,Bacillus anthracis str. Sterne,260799
PRJNA58093,PRJNA11752,Haemophilus influenzae 86-028NP,281310
PRJNA58095,PRJNA12354,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,264203
PRJNA58097,PRJNA12388,Bacillus licheniformis DSM 13 = ATCC 14580,279010
PRJNA58099,PRJNA12416,Pseudomonas syringae pv. phaseolicola 1448A,264730
PRJNA58101,PRJNA12460,Propionibacterium acnes KPA171202,267747
PRJNA58103,PRJNA12468,Bacillus cereus E33L,288681
PRJNA58105,PRJNA12469,Streptococcus pyogenes MGAS10394,286636
PRJNA58107,PRJNA12475,Wolbachia endosymbiont strain TRS of Brugia malayi,292805
PRJNA58109,PRJNA12512,Arthrobacter aurescens TC1,290340
PRJNA58111,PRJNA12513,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),374463
PRJNA58113,PRJNA12514,Brucella ovis ATCC 25840,444178
PRJNA58115,PRJNA12517,Campylobacter lari RM2100,306263
PRJNA58117,PRJNA12521,Clostridium perfringens SM101,289380
PRJNA58119,PRJNA12526,Persephonella marina EX-H1,123214
PRJNA58121,PRJNA12529,Sulfurihydrogenibium azorense Az-Fu1,204536
PRJNA58123,PRJNA12530,Synechococcus sp. CC9311,64471
PRJNA58125,PRJNA12554,Borrelia garinii PBi,290434
PRJNA58127,PRJNA12606,Chlorobium limicola DSM 245,290315
PRJNA58129,PRJNA12607,Chlorobium phaeovibrioides DSM 265,290318
PRJNA58131,PRJNA12608,Chlorobium phaeobacteroides BS1,331678
PRJNA58133,PRJNA12609,Chlorobium phaeobacteroides DSM 266,290317
PRJNA58135,PRJNA12634,Anaeromyxobacter dehalogenans 2CP-C,290397
PRJNA58137,PRJNA12637,Clostridium beijerinckii NCIMB 8052,290402
PRJNA58139,PRJNA12638,Candidatus Solibacter usitatus Ellin6076,234267
PRJNA58141,PRJNA12640,Arthrobacter sp. FB24,290399
PRJNA58143,PRJNA12716,Citrobacter koseri ATCC BAA-895,290338
PRJNA58145,PRJNA12720,Cronobacter sakazakii ATCC BAA-894,290339
PRJNA58147,PRJNA12733,Jannaschia sp. CCS1,290400
PRJNA58149,PRJNA12738,Nocardioides sp. JS614,196162
PRJNA58151,PRJNA12749,Prosthecochloris aestuarii DSM 271,290512
PRJNA58153,PRJNA12751,Desulfotalea psychrophila LSv54,177439
PRJNA58155,PRJNA12931,Xanthomonas oryzae pv. oryzae KACC 10331,291331
PRJNA58157,PRJNA12950,Yersinia pseudotuberculosis IP 32953,273123
PRJNA58159,PRJNA12952,Rickettsia canadensis str. McKiel,293613
PRJNA58161,PRJNA12953,Rickettsia akari str. Hartford,293614
PRJNA58163,PRJNA12986,Vibrio fischeri ES114,312309
PRJNA58165,PRJNA12994,Symbiobacterium thermophilum IAM 14863,292459
PRJNA58167,PRJNA12997,Acaryochloris marina MBIC11017,329726
PRJNA58169,PRJNA13005,Alcanivorax borkumensis SK2,393595
PRJNA58171,PRJNA13006,Alkaliphilus metalliredigens QYMF,293826
PRJNA58173,PRJNA13011,Pelodictyon phaeoclathratiforme BU-1,324925
PRJNA58175,PRJNA13012,Chlorobium luteolum DSM 273,319225
PRJNA58177,PRJNA13013,Syntrophobacter fumaroxidans MPOB,335543
PRJNA58179,PRJNA13014,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,335541
PRJNA58181,PRJNA13015,Methanospirillum hungatei JF-1,323259
PRJNA58183,PRJNA13018,Thiomicrospira crunogena XCL-2,317025
PRJNA58185,PRJNA13019,Sulfurimonas denitrificans DSM 1251,326298
PRJNA58187,PRJNA13020,Paracoccus denitrificans PD1222,318586
PRJNA58189,PRJNA13025,Thiobacillus denitrificans ATCC 25259,292415
PRJNA58191,PRJNA13030,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",41514
PRJNA58193,PRJNA13040,Ruegeria sp. TM1040,292414
PRJNA58195,PRJNA13067,Bacteroides fragilis YCH46,295405
PRJNA58197,PRJNA13068,Mannheimia succiniciproducens MBEL55E,221988
PRJNA58199,PRJNA13082,Bacillus licheniformis DSM 13 = ATCC 14580,279010
PRJNA58201,PRJNA13086,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319
PRJNA58203,PRJNA13117,Nocardia farcinica IFM 10152,247156
PRJNA58205,PRJNA13120,Mycoplasma hyopneumoniae 232,295358
PRJNA58207,PRJNA13121,Polaromonas sp. JS666,296591
PRJNA58209,PRJNA13126,Legionella pneumophila str. Lens,297245
PRJNA58211,PRJNA13127,Legionella pneumophila str. Paris,297246
PRJNA58213,PRJNA13145,Shigella dysenteriae Sd197,300267
PRJNA58215,PRJNA13146,Shigella boydii Sb227,300268
PRJNA58217,PRJNA13151,Shigella sonnei Ss046,300269
PRJNA58219,PRJNA13162,Streptococcus thermophilus LMG 18311,264199
PRJNA58221,PRJNA13163,Streptococcus thermophilus CNRZ1066,299768
PRJNA58223,PRJNA13202,Thermus thermophilus HB8,300852
PRJNA58225,PRJNA13213,Thermococcus kodakarensis KOD1,69014
PRJNA58227,PRJNA13233,Geobacillus kaustophilus HTA426,235909
PRJNA58231,PRJNA13242,Aromatoleum aromaticum EbN1,76114
PRJNA58233,PRJNA13280,Lactobacillus salivarius UCC118,362948
PRJNA58235,PRJNA13282,Synechococcus elongatus PCC 6301,269084
PRJNA58237,PRJNA13291,Bacillus clausii KSM-K16,66692
PRJNA58239,PRJNA13325,Gluconobacter oxydans 621H,290633
PRJNA58241,PRJNA13337,Pelobacter carbinolicus DSM 2380,338963
PRJNA58243,PRJNA13355,Ehrlichia ruminantium str. Welgevonden,254945
PRJNA58245,PRJNA13356,Ehrlichia ruminantium str. Gardel,302409
PRJNA58247,PRJNA13370,Actinobacillus succinogenes 130Z,339671
PRJNA58249,PRJNA13372,Agrobacterium vitis S4,311402
PRJNA58251,PRJNA13374,Alteromonas macleodii str. 'Deep ecotype',314275
PRJNA58253,PRJNA13378,Bacteroides vulgatus ATCC 8482,435590
PRJNA58255,PRJNA13384,Pelobacter propionicus DSM 2379,338966
PRJNA58257,PRJNA13385,Shewanella amazonensis SB2B,326297
PRJNA58259,PRJNA13386,Shewanella baltica OS155,325240
PRJNA58261,PRJNA13389,Shewanella baltica OS195,399599
PRJNA58263,PRJNA13390,Shewanella denitrificans OS217,318161
PRJNA58265,PRJNA13391,Shewanella frigidimarina NCIMB 400,318167
PRJNA58267,PRJNA13393,Shewanella putrefaciens CN-32,319224
PRJNA58269,PRJNA13402,Agrobacterium radiobacter K84,311403
PRJNA58271,PRJNA13403,Bacillus amyloliquefaciens subsp. plantarum str. FZB42,326423
PRJNA58273,PRJNA13418,Polaromonas naphthalenivorans CJ2,365044
PRJNA58275,PRJNA13423,Deinococcus geothermalis DSM 11300,319795
PRJNA58277,PRJNA13424,Desulfotomaculum reducens MI-1,349161
PRJNA58279,PRJNA13427,Heliobacterium modesticaldum Ice1,498761
PRJNA58281,PRJNA13435,Lactobacillus sakei subsp. sakei 23K,314315
PRJNA58283,PRJNA13454,Pseudoalteromonas atlantica T6c,342610
PRJNA58285,PRJNA13461,Robiginitalea biformata HTCC2501,313596
PRJNA58287,PRJNA13462,Roseiflexus castenholzii DSM 13941,383372
PRJNA58289,PRJNA13466,Caldicellulosiruptor saccharolyticus DSM 8903,351627
PRJNA58291,PRJNA13467,Herminiimonas arsenicoxydans,204773
PRJNA58293,PRJNA13473,Nitrobacter hamburgensis X14,323097
PRJNA58295,PRJNA13474,Nitrobacter winogradskyi Nb-255,323098
PRJNA58297,PRJNA13478,Aster yellows witches'-broom phytoplasma AYWB,322098
PRJNA58299,PRJNA13480,Erythrobacter litoralis HTCC2594,314225
PRJNA58301,PRJNA13485,Parabacteroides distasonis ATCC 8503,435591
PRJNA58303,PRJNA13490,Burkholderia ambifaria AMMD,339670
PRJNA58305,PRJNA13496,Prochlorococcus marinus str. MIT 9303,59922
PRJNA58307,PRJNA13548,Prochlorococcus marinus str. AS9601,146891
PRJNA58309,PRJNA13551,Prochlorococcus marinus str. MIT 9211,93059
PRJNA58311,PRJNA13597,Borrelia turicatae 91E135,314724
PRJNA58313,PRJNA13617,Prochlorococcus marinus str. MIT 9515,167542
PRJNA58315,PRJNA13623,Bacillus weihenstephanensis KBAB4,315730
PRJNA58317,PRJNA13624,Bacillus cytotoxicus NVH 391-98,315749
PRJNA58319,PRJNA13643,Synechococcus sp. CC9605,110662
PRJNA58321,PRJNA13649,Xanthomonas campestris pv. vesicatoria str. 85-10,316273
PRJNA58323,PRJNA13655,Synechococcus sp. CC9902,316279
PRJNA58325,PRJNA13693,Rhodococcus jostii RHA1,101510
PRJNA58327,PRJNA13773,Streptococcus thermophilus LMD-9,322159
PRJNA58329,PRJNA13875,Candidatus Blochmannia pennsylvanicus str. BPEN,291272
PRJNA58331,PRJNA13884,Rickettsia felis URRWXCal2,315456
PRJNA58333,PRJNA13885,Chlamydia trachomatis A/HAR-13,315277
PRJNA58335,PRJNA13887,Streptococcus pyogenes MGAS6180,319701
PRJNA58337,PRJNA13888,Streptococcus pyogenes MGAS5005,293653
PRJNA58339,PRJNA13901,Thermoanaerobacter pseudethanolicus ATCC 33223,340099
PRJNA58341,PRJNA13902,Shewanella sp. W3-18-1,351745
PRJNA58343,PRJNA13903,Shewanella sp. MR-7,60481
PRJNA58345,PRJNA13904,Shewanella sp. MR-4,60480
PRJNA58347,PRJNA13905,Shewanella sp. ANA-3,94122
PRJNA58349,PRJNA13906,Shewanella loihica PV-4,323850
PRJNA58351,PRJNA13907,Sphingopyxis alaskensis RB2256,317655
PRJNA58353,PRJNA13908,Albidiferax ferrireducens T118,338969
PRJNA58355,PRJNA13909,Pseudomonas putida F1,351746
PRJNA58357,PRJNA13910,Prochlorococcus marinus str. MIT 9312,74546
PRJNA58359,PRJNA13911,Prochlorococcus marinus str. NATL2A,59920
PRJNA58361,PRJNA13912,Nitrosospira multiformis ATCC 25196,323848
